m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12194"
"2012-11-01 00:00:00","c++","6250"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13535"
"2012-11-01 00:00:00","javascript","12293"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11705"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10912"
"2012-12-01 00:00:00","c++","5667"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12359"
"2012-12-01 00:00:00","javascript","11705"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10980"
"2012-12-01 00:00:00","python","5731"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12706"
"2013-01-01 00:00:00","c++","6011"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13645"
"2013-01-01 00:00:00","javascript","13734"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12799"
"2013-01-01 00:00:00","python","6542"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3084"
"2013-02-01 00:00:00","c#","12445"
"2013-02-01 00:00:00","c++","6038"
"2013-02-01 00:00:00","delphi","445"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13613"
"2013-02-01 00:00:00","javascript","13576"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12445"
"2013-02-01 00:00:00","python","6708"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3415"
"2013-03-01 00:00:00","c#","14191"
"2013-03-01 00:00:00","c++","7151"
"2013-03-01 00:00:00","delphi","522"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15823"
"2013-03-01 00:00:00","javascript","15217"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14012"
"2013-03-01 00:00:00","python","7585"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2550"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13817"
"2013-04-01 00:00:00","c++","7083"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16110"
"2013-04-01 00:00:00","javascript","15236"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13311"
"2013-04-01 00:00:00","python","7900"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13377"
"2013-05-01 00:00:00","c++","6795"
"2013-05-01 00:00:00","delphi","527"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15148"
"2013-05-01 00:00:00","javascript","14970"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12995"
"2013-05-01 00:00:00","python","7773"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2922"
"2013-06-01 00:00:00","c#","12702"
"2013-06-01 00:00:00","c++","6169"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13821"
"2013-06-01 00:00:00","javascript","14498"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12613"
"2013-06-01 00:00:00","python","7560"
"2013-06-01 00:00:00","r","1761"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2988"
"2013-07-01 00:00:00","c#","14070"
"2013-07-01 00:00:00","c++","6544"
"2013-07-01 00:00:00","delphi","503"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15053"
"2013-07-01 00:00:00","javascript","16708"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14216"
"2013-07-01 00:00:00","python","8568"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2992"
"2013-08-01 00:00:00","c#","13760"
"2013-08-01 00:00:00","c++","6215"
"2013-08-01 00:00:00","delphi","447"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14935"
"2013-08-01 00:00:00","javascript","16736"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14202"
"2013-08-01 00:00:00","python","7909"
"2013-08-01 00:00:00","r","1910"
"2013-08-01 00:00:00","ruby","2473"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3368"
"2013-09-01 00:00:00","c#","13665"
"2013-09-01 00:00:00","c++","6493"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16128"
"2013-09-01 00:00:00","javascript","17583"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14118"
"2013-09-01 00:00:00","python","7916"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2379"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4214"
"2013-10-01 00:00:00","c#","15102"
"2013-10-01 00:00:00","c++","7916"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18578"
"2013-10-01 00:00:00","javascript","19601"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15188"
"2013-10-01 00:00:00","python","9440"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2783"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4252"
"2013-11-01 00:00:00","c#","14495"
"2013-11-01 00:00:00","c++","8066"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18587"
"2013-11-01 00:00:00","javascript","18361"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14721"
"2013-11-01 00:00:00","python","9445"
"2013-11-01 00:00:00","r","2173"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","354"
"2013-12-01 00:00:00","c","3482"
"2013-12-01 00:00:00","c#","13539"
"2013-12-01 00:00:00","c++","6963"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17319"
"2013-12-01 00:00:00","javascript","17915"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14265"
"2013-12-01 00:00:00","python","8399"
"2013-12-01 00:00:00","r","1902"
"2013-12-01 00:00:00","ruby","2430"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3709"
"2014-01-01 00:00:00","c#","15237"
"2014-01-01 00:00:00","c++","7637"
"2014-01-01 00:00:00","delphi","488"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18547"
"2014-01-01 00:00:00","javascript","20983"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16637"
"2014-01-01 00:00:00","python","9796"
"2014-01-01 00:00:00","r","2335"
"2014-01-01 00:00:00","ruby","2751"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3954"
"2014-02-01 00:00:00","c#","15039"
"2014-02-01 00:00:00","c++","7618"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19086"
"2014-02-01 00:00:00","javascript","21021"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16377"
"2014-02-01 00:00:00","python","9851"
"2014-02-01 00:00:00","r","2611"
"2014-02-01 00:00:00","ruby","2591"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","448"
"2014-03-01 00:00:00","c","4531"
"2014-03-01 00:00:00","c#","16067"
"2014-03-01 00:00:00","c++","8616"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21783"
"2014-03-01 00:00:00","javascript","22506"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18162"
"2014-03-01 00:00:00","python","11365"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2939"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3974"
"2014-04-01 00:00:00","c#","15204"
"2014-04-01 00:00:00","c++","8073"
"2014-04-01 00:00:00","delphi","388"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20681"
"2014-04-01 00:00:00","javascript","21279"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17484"
"2014-04-01 00:00:00","python","10683"
"2014-04-01 00:00:00","r","2716"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3236"
"2014-05-01 00:00:00","c#","13803"
"2014-05-01 00:00:00","c++","6731"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17798"
"2014-05-01 00:00:00","javascript","19628"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14612"
"2014-05-01 00:00:00","python","9185"
"2014-05-01 00:00:00","r","2573"
"2014-05-01 00:00:00","ruby","2668"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2753"
"2014-06-01 00:00:00","c#","12397"
"2014-06-01 00:00:00","c++","5617"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15778"
"2014-06-01 00:00:00","javascript","18165"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12868"
"2014-06-01 00:00:00","python","8866"
"2014-06-01 00:00:00","r","2388"
"2014-06-01 00:00:00","ruby","2324"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","214"
"2014-07-01 00:00:00","c","2813"
"2014-07-01 00:00:00","c#","13587"
"2014-07-01 00:00:00","c++","6235"
"2014-07-01 00:00:00","delphi","443"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17242"
"2014-07-01 00:00:00","javascript","19986"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14166"
"2014-07-01 00:00:00","python","9867"
"2014-07-01 00:00:00","r","2625"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2667"
"2014-08-01 00:00:00","c#","12419"
"2014-08-01 00:00:00","c++","5845"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15621"
"2014-08-01 00:00:00","javascript","18333"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13108"
"2014-08-01 00:00:00","python","9079"
"2014-08-01 00:00:00","r","2458"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1686"
"2014-09-01 00:00:00","assembly","277"
"2014-09-01 00:00:00","c","3214"
"2014-09-01 00:00:00","c#","12261"
"2014-09-01 00:00:00","c++","6149"
"2014-09-01 00:00:00","delphi","444"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16568"
"2014-09-01 00:00:00","javascript","18008"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13250"
"2014-09-01 00:00:00","python","8729"
"2014-09-01 00:00:00","r","2354"
"2014-09-01 00:00:00","ruby","2261"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","387"
"2014-10-01 00:00:00","c","3779"
"2014-10-01 00:00:00","c#","12486"
"2014-10-01 00:00:00","c++","6794"
"2014-10-01 00:00:00","delphi","408"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17760"
"2014-10-01 00:00:00","javascript","18807"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13485"
"2014-10-01 00:00:00","python","9539"
"2014-10-01 00:00:00","r","2762"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2454"
"2014-11-01 00:00:00","assembly","381"
"2014-11-01 00:00:00","c","3642"
"2014-11-01 00:00:00","c#","11808"
"2014-11-01 00:00:00","c++","6519"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17717"
"2014-11-01 00:00:00","javascript","17883"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12934"
"2014-11-01 00:00:00","python","9527"
"2014-11-01 00:00:00","r","2696"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2547"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c","3139"
"2014-12-01 00:00:00","c#","11023"
"2014-12-01 00:00:00","c++","6046"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16266"
"2014-12-01 00:00:00","javascript","16890"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12240"
"2014-12-01 00:00:00","python","9006"
"2014-12-01 00:00:00","r","2351"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","swift","2474"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11703"
"2015-01-01 00:00:00","c++","6107"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16464"
"2015-01-01 00:00:00","javascript","18445"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13527"
"2015-01-01 00:00:00","python","9654"
"2015-01-01 00:00:00","r","2676"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","swift","3041"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3355"
"2015-02-01 00:00:00","c#","11762"
"2015-02-01 00:00:00","c++","6449"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16686"
"2015-02-01 00:00:00","javascript","18581"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13457"
"2015-02-01 00:00:00","python","10172"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3228"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c","3909"
"2015-03-01 00:00:00","c#","13226"
"2015-03-01 00:00:00","c++","7368"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19681"
"2015-03-01 00:00:00","javascript","20451"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14844"
"2015-03-01 00:00:00","python","11564"
"2015-03-01 00:00:00","r","3555"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3585"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3944"
"2015-04-01 00:00:00","c#","13050"
"2015-04-01 00:00:00","c++","7123"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","387"
"2015-04-01 00:00:00","java","19727"
"2015-04-01 00:00:00","javascript","20839"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14900"
"2015-04-01 00:00:00","python","11394"
"2015-04-01 00:00:00","r","3320"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4003"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13322"
"2015-05-01 00:00:00","c++","6796"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18479"
"2015-05-01 00:00:00","javascript","22060"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14507"
"2015-05-01 00:00:00","python","11190"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3159"
"2015-06-01 00:00:00","c#","13491"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17784"
"2015-06-01 00:00:00","javascript","22535"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14291"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14073"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18613"
"2015-07-01 00:00:00","javascript","23872"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15292"
"2015-07-01 00:00:00","python","12284"
"2015-07-01 00:00:00","r","3979"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5134"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13197"
"2015-08-01 00:00:00","c++","5860"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17034"
"2015-08-01 00:00:00","javascript","22090"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14177"
"2015-08-01 00:00:00","python","11196"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5073"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12900"
"2015-09-01 00:00:00","c++","5902"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16888"
"2015-09-01 00:00:00","javascript","21326"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13460"
"2015-09-01 00:00:00","python","10938"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3670"
"2015-10-01 00:00:00","c#","12767"
"2015-10-01 00:00:00","c++","7030"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18478"
"2015-10-01 00:00:00","javascript","21734"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13837"
"2015-10-01 00:00:00","python","12452"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3603"
"2015-11-01 00:00:00","c#","12340"
"2015-11-01 00:00:00","c++","7073"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17703"
"2015-11-01 00:00:00","javascript","21183"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13239"
"2015-11-01 00:00:00","python","12257"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3082"
"2015-12-01 00:00:00","c#","12106"
"2015-12-01 00:00:00","c++","6544"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16486"
"2015-12-01 00:00:00","javascript","21006"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13653"
"2015-12-01 00:00:00","python","11618"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3034"
"2016-01-01 00:00:00","c#","12328"
"2016-01-01 00:00:00","c++","6089"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16561"
"2016-01-01 00:00:00","javascript","22431"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14475"
"2016-01-01 00:00:00","python","12316"
"2016-01-01 00:00:00","r","3528"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3268"
"2016-02-01 00:00:00","c#","12695"
"2016-02-01 00:00:00","c++","6537"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17780"
"2016-02-01 00:00:00","javascript","22384"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14826"
"2016-02-01 00:00:00","python","13214"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4737"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3432"
"2016-03-01 00:00:00","c#","13557"
"2016-03-01 00:00:00","c++","6996"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19797"
"2016-03-01 00:00:00","javascript","23987"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15028"
"2016-03-01 00:00:00","python","14031"
"2016-03-01 00:00:00","r","4037"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5057"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13665"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19397"
"2016-04-01 00:00:00","javascript","23352"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14371"
"2016-04-01 00:00:00","python","13592"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4737"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13453"
"2016-05-01 00:00:00","c++","6113"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16938"
"2016-05-01 00:00:00","javascript","22891"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14343"
"2016-05-01 00:00:00","python","13066"
"2016-05-01 00:00:00","r","3789"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2292"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5695"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15864"
"2016-06-01 00:00:00","javascript","22059"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13548"
"2016-06-01 00:00:00","python","12869"
"2016-06-01 00:00:00","r","3855"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4780"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2341"
"2016-07-01 00:00:00","c#","11942"
"2016-07-01 00:00:00","c++","5449"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14880"
"2016-07-01 00:00:00","javascript","22095"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12834"
"2016-07-01 00:00:00","python","12776"
"2016-07-01 00:00:00","r","3741"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4915"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12684"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","569"
"2016-08-01 00:00:00","java","15133"
"2016-08-01 00:00:00","javascript","22572"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12824"
"2016-08-01 00:00:00","python","12877"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4887"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11066"
"2016-09-01 00:00:00","c++","5125"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14592"
"2016-09-01 00:00:00","javascript","20359"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12064"
"2016-09-01 00:00:00","python","12304"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","ruby","1920"
"2016-09-01 00:00:00","swift","4841"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3199"
"2016-10-01 00:00:00","c#","11431"
"2016-10-01 00:00:00","c++","5958"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","530"
"2016-10-01 00:00:00","java","15277"
"2016-10-01 00:00:00","javascript","20394"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12218"
"2016-10-01 00:00:00","python","13474"
"2016-10-01 00:00:00","r","3774"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4721"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3255"
"2016-11-01 00:00:00","c#","11631"
"2016-11-01 00:00:00","c++","6052"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15615"
